vgeneration,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
26,Agent_41-Agent_49,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,39,18
26,Agent_42-Agent_50,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,39,18
26,Agent_43-Agent_51,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,39,18
26,Agent_44-Agent_52,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,39,18
26,Agent_45-Agent_53,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,39,18
26,Agent_46-Agent_54,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,39,18
26,Agent_47-Agent_55,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,39,18
26,Agent_48-Agent_56,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,13,6
26,Agent_41-Agent_57,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,42,18
26,Agent_42-Agent_58,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,42,18
26,Agent_43-Agent_59,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,42,18
26,Agent_44-Agent_60,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,42,18
26,Agent_45-Agent_61,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,18
26,Agent_46-Agent_62,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,18
26,Agent_47-Agent_63,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,18
26,Agent_48-Agent_64,D-D,1-1,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,14,6
26,Agent_49-Agent_1,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,21,45
26,Agent_50-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,21,45
26,Agent_51-Agent_3,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,21,45
26,Agent_52-Agent_4,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,21,45
26,Agent_53-Agent_5,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,21,45
26,Agent_54-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,45
26,Agent_55-Agent_7,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,21,45
26,Agent_56-Agent_8,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,7,15
26,Agent_49-Agent_9,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,24,45
26,Agent_50-Agent_10,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,45
26,Agent_51-Agent_11,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,24,45
26,Agent_52-Agent_12,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,24,45
26,Agent_53-Agent_13,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,24,45
26,Agent_54-Agent_14,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,24,45
26,Agent_55-Agent_15,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,24,45
26,Agent_56-Agent_16,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,8,15
26,Agent_49-Agent_17,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,27,45
26,Agent_50-Agent_18,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,27,45
26,Agent_51-Agent_19,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,27,45
26,Agent_52-Agent_20,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,27,45
26,Agent_53-Agent_21,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,45
26,Agent_54-Agent_22,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,45
26,Agent_55-Agent_23,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,27,45
26,Agent_56-Agent_24,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,9,15
26,Agent_49-Agent_25,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,30,45
26,Agent_50-Agent_26,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,45
26,Agent_51-Agent_27,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,30,45
26,Agent_52-Agent_28,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,30,45
26,Agent_53-Agent_29,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,45
26,Agent_54-Agent_30,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,45
26,Agent_55-Agent_31,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,30,45
26,Agent_56-Agent_32,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,10,15
26,Agent_49-Agent_33,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,33,45
26,Agent_50-Agent_34,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,33,45
26,Agent_51-Agent_35,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,33,45
26,Agent_52-Agent_36,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,33,45
26,Agent_53-Agent_37,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,33,45
26,Agent_54-Agent_38,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,33,45
26,Agent_55-Agent_39,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,33,45
26,Agent_56-Agent_40,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,11,15
26,Agent_49-Agent_41,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,36,45
26,Agent_50-Agent_42,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,36,45
26,Agent_51-Agent_43,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,36,45
26,Agent_52-Agent_44,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,36,45
26,Agent_53-Agent_45,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,36,45
26,Agent_54-Agent_46,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,36,45
26,Agent_55-Agent_47,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,36,45
26,Agent_56-Agent_48,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,12,15
26,Agent_49-Agent_49,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,42,42
26,Agent_50-Agent_50,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,42
26,Agent_51-Agent_51,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,42,42
26,Agent_52-Agent_52,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,42,42
26,Agent_53-Agent_53,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,42
26,Agent_54-Agent_54,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,42
26,Agent_55-Agent_55,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,42,42
26,Agent_56-Agent_56,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,14,14
26,Agent_49-Agent_57,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,45,21
26,Agent_50-Agent_58,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,45,21
26,Agent_51-Agent_59,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,45,21
26,Agent_52-Agent_60,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,45,21
26,Agent_53-Agent_61,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,45,21
26,Agent_54-Agent_62,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,45,21
26,Agent_55-Agent_63,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,45,21
26,Agent_56-Agent_64,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,15,7
26,Agent_57-Agent_1,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,24,48
26,Agent_58-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,24,48
26,Agent_59-Agent_3,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,24,48
26,Agent_60-Agent_4,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,24,48
26,Agent_61-Agent_5,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,24,48
26,Agent_62-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,48
26,Agent_63-Agent_7,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,48
26,Agent_64-Agent_8,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,8,16
26,Agent_57-Agent_9,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,27,48
26,Agent_58-Agent_10,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,48
26,Agent_59-Agent_11,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,27,48
26,Agent_60-Agent_12,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,27,48
26,Agent_61-Agent_13,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,27,48
26,Agent_62-Agent_14,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,27,48
26,Agent_63-Agent_15,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,48
26,Agent_64-Agent_16,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,9,16
26,Agent_57-Agent_17,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,30,48
26,Agent_58-Agent_18,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,30,48
26,Agent_59-Agent_19,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,30,48
26,Agent_60-Agent_20,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,30,48
26,Agent_61-Agent_21,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,48
26,Agent_62-Agent_22,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,48
26,Agent_63-Agent_23,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,30,48
26,Agent_64-Agent_24,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,10,16
26,Agent_57-Agent_25,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,33,48
26,Agent_58-Agent_26,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,48
26,Agent_59-Agent_27,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,33,48
26,Agent_60-Agent_28,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,33,48
26,Agent_61-Agent_29,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,48
26,Agent_62-Agent_30,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,48
26,Agent_63-Agent_31,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,33,48
26,Agent_64-Agent_32,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,11,16
26,Agent_57-Agent_33,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,36,48
26,Agent_58-Agent_34,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,36,48
26,Agent_59-Agent_35,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,36,48
26,Agent_60-Agent_36,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,36,48
26,Agent_61-Agent_37,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,36,48
26,Agent_62-Agent_38,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,36,48
26,Agent_63-Agent_39,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,36,48
26,Agent_64-Agent_40,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,12,16
26,Agent_57-Agent_41,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,39,48
26,Agent_58-Agent_42,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,39,48
26,Agent_59-Agent_43,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,39,48
26,Agent_60-Agent_44,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,39,48
26,Agent_61-Agent_45,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,39,48
26,Agent_62-Agent_46,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,39,48
26,Agent_63-Agent_47,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,39,48
26,Agent_64-Agent_48,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,13,16
26,Agent_57-Agent_49,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,42,48
26,Agent_58-Agent_50,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,48
26,Agent_59-Agent_51,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,42,48
26,Agent_60-Agent_52,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,42,48
26,Agent_61-Agent_53,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,48
26,Agent_62-Agent_54,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,42,48
26,Agent_63-Agent_55,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,42,48
26,Agent_64-Agent_56,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,14,16
26,Agent_57-Agent_57,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,48,48
26,Agent_58-Agent_58,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,48,48
26,Agent_59-Agent_59,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,48,48
26,Agent_60-Agent_60,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,48,48
26,Agent_61-Agent_61,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,48,48
26,Agent_62-Agent_62,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,48,48
26,Agent_63-Agent_63,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,48,48
26,Agent_64-Agent_64,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,16,16
27,Agent_1-Agent_1,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
27,Agent_2-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
27,Agent_3-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
27,Agent_4-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
27,Agent_5-Agent_5,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,6,6
27,Agent_6-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
27,Agent_7-Agent_7,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,6
27,Agent_8-Agent_8,D-D,1-1,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,2,2
27,Agent_1-Agent_9,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,3
27,Agent_2-Agent_10,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,3
27,Agent_3-Agent_11,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,9,3
27,Agent_4-Agent_12,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,3
27,Agent_5-Agent_13,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,9,3
27,Agent_6-Agent_14,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,9,3
27,Agent_7-Agent_15,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,9,3
27,Agent_8-Agent_16,D-D,1-1,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,3,1
27,Agent_1-Agent_17,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,3
27,Agent_2-Agent_18,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,12,3
27,Agent_3-Agent_19,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,12,3
27,Agent_4-Agent_20,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,3
27,Agent_5-Agent_21,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,12,3
27,Agent_6-Agent_22,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,3
27,Agent_7-Agent_23,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,3
27,Agent_8-Agent_24,D-D,1-1,Generous Tit-for-Tat: mirroring last move,Always Defect strategy,4,1
27,Agent_1-Agent_25,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,3
27,Agent_2-Agent_26,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,3
27,Agent_3-Agent_27,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,3
27,Agent_4-Agent_28,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,3
27,Agent_5-Agent_29,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,15,3
27,Agent_6-Agent_30,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,3
27,Agent_7-Agent_31,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,15,3
27,Agent_8-Agent_32,D-D,1-1,Generous Tit-for-Tat: mirroring last move,Always Defect strategy,5,1
27,Agent_1-Agent_33,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,18,3
27,Agent_2-Agent_34,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,18,3
27,Agent_3-Agent_35,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,3
27,Agent_4-Agent_36,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,3
27,Agent_5-Agent_37,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,18,3
27,Agent_6-Agent_38,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,18,3
27,Agent_7-Agent_39,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,18,3
27,Agent_8-Agent_40,D-D,1-1,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,6,1
27,Agent_1-Agent_41,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,3
27,Agent_2-Agent_42,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,21,3
27,Agent_3-Agent_43,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,21,3
27,Agent_4-Agent_44,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,3
27,Agent_5-Agent_45,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,21,3
27,Agent_6-Agent_46,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,3
27,Agent_7-Agent_47,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,21,3
27,Agent_8-Agent_48,D-D,1-1,Generous Tit-for-Tat: mirroring last move,Always Defect strategy,7,1
27,Agent_1-Agent_49,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,24,3
27,Agent_2-Agent_50,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,3
27,Agent_3-Agent_51,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,3
27,Agent_4-Agent_52,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,24,3
27,Agent_5-Agent_53,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,24,3
27,Agent_6-Agent_54,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,3
27,Agent_7-Agent_55,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,24,3
27,Agent_8-Agent_56,D-D,1-1,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,8,1
27,Agent_1-Agent_57,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,27,3
27,Agent_2-Agent_58,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,3
27,Agent_3-Agent_59,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,27,3
27,Agent_4-Agent_60,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,27,3
27,Agent_5-Agent_61,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,27,3
27,Agent_6-Agent_62,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,3
27,Agent_7-Agent_63,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,27,3
27,Agent_8-Agent_64,D-D,1-1,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,9,1
27,Agent_9-Agent_1,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,30
27,Agent_10-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,30
27,Agent_11-Agent_3,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,6,30
27,Agent_12-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,30
27,Agent_13-Agent_5,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,6,30
27,Agent_14-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,6,30
27,Agent_15-Agent_7,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,6,30
27,Agent_16-Agent_8,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,2,10
27,Agent_9-Agent_9,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,12
27,Agent_10-Agent_10,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,12
27,Agent_11-Agent_11,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,12,12
27,Agent_12-Agent_12,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,12
27,Agent_13-Agent_13,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,12,12
27,Agent_14-Agent_14,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,12,12
27,Agent_15-Agent_15,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,12,12
